Q01（概念）ピーク需要を事前に見積もる必要がなくなった。これはどの利点？<br>A. 規模の経済<br>B. キャパシティの推測が不要<br>C. 固定費を変動費に変える<br>D. データセンター運用への投資が不要	B<br>足りなければ増やせるので事前予測が不要	clf mock-b concepts
Q02（概念）新サービスを世界6地域に数分で展開できた。どの利点？<br>A. 数分でのグローバル展開<br>B. 規模の経済<br>C. 耐久性<br>D. 弾力性	A	clf mock-b concepts
Q03（概念）スケールアップとスケールアウトの違いは？<br>A. アップ=台数を増やす、アウト=性能を上げる<br>B. アップ=インスタンスの性能を上げる、アウト=台数を増やす<br>C. 同じ意味<br>D. アップ=リージョン追加、アウト=AZ追加	B<br>垂直（アップ）と水平（アウト）	clf mock-b concepts
Q04（概念）実験と失敗のコストが下がり、開発速度が上がることを何という？<br>A. 俊敏性（アジリティ）<br>B. 耐障害性<br>C. 規模の経済<br>D. 従量課金	A	clf mock-b concepts
Q05（概念）「サーバーの調達・設置・保守をやめて本業に集中できる」利点は？<br>A. データセンターの運用と保守への投資が不要<br>B. 規模の経済<br>C. 弾力性<br>D. 高可用性	A	clf mock-b concepts
Q06（概念・2つ選択）クラウドの利点として正しいものを2つ<br>A. すべてのサービスが無料<br>B. 前払いの設備投資が不要<br>C. AWSがアプリのバグを修正する<br>D. 数分で世界にデプロイできる<br>E. 障害が絶対に起きない	B, D	clf mock-b concepts
Q07（概念）「最小権限・多層防御・保管中と転送中の暗号化」はどの柱？<br>A. セキュリティ<br>B. 信頼性<br>C. 運用上の優秀性<br>D. コスト最適化	A	clf mock-b concepts
Q08（概念）「適切なリソースタイプを選び、キャッシュやCDNで応答を改善する」はどの柱？<br>A. パフォーマンス効率<br>B. コスト最適化<br>C. 信頼性<br>D. 持続可能性	A	clf mock-b concepts
Q09（概念）「使用リソースを最小化し環境負荷を下げる」はどの柱？<br>A. 持続可能性<br>B. コスト最適化<br>C. 運用上の優秀性<br>D. パフォーマンス効率	A<br>2021年に追加された6番目の柱	clf mock-b concepts
Q10（概念）Well-Architected Tool の用途は？<br>A. 設計を6つの柱の観点でレビューし改善点を示す<br>B. コストを自動で削減する<br>C. インフラを自動構築する<br>D. 脆弱性をスキャンする	A	clf mock-b concepts
Q11（概念）使われていない古いアプリを移行せず廃止する。7Rのどれ？<br>A. Retire<br>B. Retain<br>C. Rehost<br>D. Relocate	A<br>Retainは「今は移さず残す」	clf mock-b concepts
Q12（概念）モノリスをマイクロサービスに作り替えクラウドネイティブにする。7Rのどれ？<br>A. Refactor<br>B. Replatform<br>C. Rehost<br>D. Repurchase	A<br>最も工数が大きい	clf mock-b concepts
Q13（概念）移行にあたり社内のスキル育成や体制変更を扱うCAFのパースペクティブは？<br>A. 人員（People）<br>B. プラットフォーム<br>C. ガバナンス<br>D. オペレーション	A	clf mock-b concepts
Q14（概念・2つ選択）リージョンを選ぶ際の判断基準を2つ<br>A. 利用者に近くレイテンシーが小さいか<br>B. AZの物理的な色<br>C. データ主権・法規制の要件を満たすか<br>D. 社内のOS標準<br>E. インスタンスのIPアドレス	A, C<br>他に料金とサービスの提供状況	clf mock-b concepts
Q15（概念）アベイラビリティゾーン（AZ）の説明として正しいのは？<br>A. リージョン内の独立した1つ以上のデータセンター群<br>B. 世界中のキャッシュ拠点<br>C. VPCのサブネット<br>D. 課金の単位	A<br>エッジロケーションはCloudFrontのキャッシュ拠点	clf mock-b concepts
Q16（概念）工場内でAWSと同じAPIを使い、ミリ秒未満でローカル処理したい。何？<br>A. Outposts<br>B. Local Zones<br>C. Wavelength<br>D. CloudFront	A<br>Outposts=自社施設にAWSラック、Local Zones=大都市近郊の小型拠点、Wavelength=5G基地局内	clf mock-b concepts
Q17（セキュリティ）Lambda利用時に顧客の責任となるのは？<br>A. 実行環境のOSパッチ<br>B. 関数のコードとIAM権限<br>C. ハードウェアの保守<br>D. ハイパーバイザーの管理	B<br>マネージドなほどAWS側の責任範囲が広がる	clf mock-b security
